# targets_1000_prioritized.txt
# Format: UniProt_ID | gene_name | disease | priority_score | r_pocket | source
# Total: 1000 targets with real pocket radii from targets_20k.json
#
Q3SYG4 | BBS9 | Weight Loss | 900.0 | 6.00 | 20k_uniprot
Q9Y4X0 | AMMECR1 | Weight Loss | 900.0 | 6.00 | 20k_uniprot
P09601 | HMOX1 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
P45983 | MAPK8 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.80 | 20k_uniprot
P05112 | IL4 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
Q9GZQ8 | MAP1LC3B | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
P24941 | CDK2 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.80 | 20k_uniprot
Q01995 | TAGLN | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
Q9UJY1 | HSPB8 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.80 | 20k_uniprot
P38646 | HSPA9 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
P78540 | ARG2 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
P31641 | SLC6A6 | Chemical and Drug Induced Liver Injury | 1500.0 | 7.50 | 20k_uniprot
Q14192 | FHL2 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q9NTK1 | DEPP1 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
P20700 | LMNB1 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
P04004 | VTN | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
P17987 | TCP1 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
O14746 | TERT | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
Q9NR30 | DDX21 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.30 | 20k_uniprot
P47928 | ID4 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
P49368 | CCT3 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
P78371 | CCT2 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
P07814 | EPRS1 | Weight Loss | 1500.0 | 6.10 | 20k_uniprot
Q8TB45 | DEPTOR | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
Q8N682 | DRAM1 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
P40227 | CCT6A | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
P49321 | NASP | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
P48643 | CCT5 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
O60729 | CDC14B | Weight Loss | 1500.0 | 6.20 | 20k_uniprot
Q99832 | CCT7 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q9UBN7 | HDAC6 | Weight Loss | 1500.0 | 6.10 | 20k_uniprot
Q8IXJ6 | SIRT2 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q8NBJ9 | SIDT2 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q14249 | ENDOG | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
Q99623 | PHB2 | Weight Loss | 1500.0 | 6.50 | 20k_uniprot
O76021 | RSL1D1 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
Q9H6L5 | RETREG1 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.50 | 20k_uniprot
Q03252 | LMNB2 | Prenatal Exposure Delayed Effects | 1500.0 | 6.00 | 20k_uniprot
O15315 | RAD51B | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
O60934 | NBN | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
O14681 | EI24 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q13651 | IL10RA | Inflammation | 1500.0 | 6.50 | 20k_uniprot
Q9H0Y0 | ATG10 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
O60478 | GPR137B | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
P55061 | TMBIM6 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
Q9BRX2 | PELO | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q9UM54 | MYO6 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q8WZ71 | TMEM158 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q9H8M9 | EVA1A | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q9UMX0 | UBQLN1 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q5T8D3 | ACBD5 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
P28324 | ELK4 | Necrosis | 1500.0 | 6.00 | 20k_uniprot
Q9Y6H1 | CHCHD2 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q02556 | IRF8 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q9NNW5 | WDR6 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
Q8NE62 | CHDH | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
O75339 | CILP | Prenatal Exposure Delayed Effects | 1500.0 | 6.00 | 20k_uniprot
Q9NXA8 | SIRT5 | Prenatal Exposure Delayed Effects | 1500.0 | 6.00 | 20k_uniprot
P14920 | DAO | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
O75531 | BANF1 | Chemical and Drug Induced Liver Injury | 1500.0 | 6.00 | 20k_uniprot
Q6IQ22 | RAB12 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q9BPW8 | NIPSNAP1 | Weight Loss | 1500.0 | 6.00 | 20k_uniprot
Q96P20 | NLRP3 | Chemical and Drug Induced Liver Injury | 2400.0 | 6.50 | 20k_uniprot
Q14116 | IL18 | Chemical and Drug Induced Liver Injury | 2400.0 | 6.00 | 20k_uniprot
P01583 | IL1A | Chemical and Drug Induced Liver Injury | 2400.0 | 6.00 | 20k_uniprot
P19875 | CXCL2 | Inflammation | 2400.0 | 6.00 | 20k_uniprot
P10147 | CCL3 | Inflammation | 2400.0 | 6.00 | 20k_uniprot
P29460 | IL12B | Inflammation | 2400.0 | 6.00 | 20k_uniprot
P05089 | ARG1 | Chemical and Drug Induced Liver Injury | 2400.0 | 6.00 | 20k_uniprot
Q99836 | MYD88 | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
P04141 | CSF2 | Inflammation | 2400.0 | 6.00 | 20k_uniprot
P49716 | CEBPD | Chemical and Drug Induced Liver Injury | 2400.0 | 6.00 | 20k_uniprot
Q01469 | FABP5 | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
P78556 | CCL20 | Inflammation | 2400.0 | 6.00 | 20k_uniprot
P18510 | IL1RN | Inflammation | 2400.0 | 6.50 | 20k_uniprot
P09603 | CSF1 | Chemical and Drug Induced Liver Injury | 2400.0 | 6.00 | 20k_uniprot
P42830 | CXCL5 | Inflammation | 2400.0 | 6.00 | 20k_uniprot
Q99576 | TSC22D3 | Chemical and Drug Induced Liver Injury | 2400.0 | 6.00 | 20k_uniprot
P50454 | SERPINH1 | Chemical and Drug Induced Liver Injury | 2400.0 | 6.00 | 20k_uniprot
P80098 | CCL7 | Inflammation | 2400.0 | 6.00 | 20k_uniprot
Q07343 | PDE4B | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
P39900 | MMP12 | Inflammation | 2400.0 | 6.00 | 20k_uniprot
Q07325 | CXCL9 | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
O14880 | MGST3 | Chemical and Drug Induced Liver Injury | 2400.0 | 6.00 | 20k_uniprot
P68871 | HBB | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
P15907 | ST6GAL1 | Chemical and Drug Induced Liver Injury | 2400.0 | 6.00 | 20k_uniprot
P0C0L5 | C4B | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
O15455 | TLR3 | Weight Loss | 2400.0 | 6.50 | 20k_uniprot
O75326 | SEMA7A | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
P13647 | KRT5 | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
P16050 | ALOX15 | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
P02774 | GC | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
P62140 | PPP1CB | Prenatal Exposure Delayed Effects | 2400.0 | 6.20 | 20k_uniprot
Q6PJF5 | RHBDF2 | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
Q9BS40 | LXN | Weight Loss | 2400.0 | 5.50 | 20k_uniprot
P11226 | MBL2 | Chemical and Drug Induced Liver Injury | 2400.0 | 6.00 | 20k_uniprot
O14625 | CXCL11 | Inflammation | 2400.0 | 6.00 | 20k_uniprot
Q9BRX8 | PRXL2A | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
Q9UHK6 | AMACR | Chemical and Drug Induced Liver Injury | 2400.0 | 6.00 | 20k_uniprot
O60506 | SYNCRIP | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
O43541 | SMAD6 | Necrosis | 2400.0 | 6.00 | 20k_uniprot
P51681 | CCR5 | Necrosis | 2400.0 | 6.50 | 20k_uniprot
O15054 | KDM6B | Necrosis | 2400.0 | 6.00 | 20k_uniprot
P35408 | PTGER4 | Inflammation | 2400.0 | 6.50 | 20k_uniprot
P20702 | ITGAX | Weight Loss | 2400.0 | 6.50 | 20k_uniprot
P98088 | MUC5AC | Inflammation | 2400.0 | 6.00 | 20k_uniprot
P62136 | PPP1CA | Weight Loss | 2400.0 | 6.20 | 20k_uniprot
Q969D9 | TSLP | Inflammation | 2400.0 | 6.00 | 20k_uniprot
P49961 | ENTPD1 | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
P61088 | UBE2N | Chemical and Drug Induced Liver Injury | 2400.0 | 6.10 | 20k_uniprot
O00175 | CCL24 | Inflammation | 2400.0 | 6.00 | 20k_uniprot
Q9Y616 | IRAK3 | Weight Loss | 2400.0 | 6.80 | 20k_uniprot
Q16581 | C3AR1 | Chemical and Drug Induced Liver Injury | 2400.0 | 6.50 | 20k_uniprot
O00626 | CCL22 | Inflammation | 2400.0 | 6.00 | 20k_uniprot
Q96CC6 | RHBDF1 | Prenatal Exposure Delayed Effects | 2400.0 | 6.50 | 20k_uniprot
P01589 | IL2RA | Inflammation | 2400.0 | 6.50 | 20k_uniprot
P51684 | CCR6 | Inflammation | 2400.0 | 6.50 | 20k_uniprot
Q86YJ6 | THNSL2 | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
Q92583 | CCL17 | Inflammation | 2400.0 | 6.00 | 20k_uniprot
Q9NRM6 | IL17RB | Chemical and Drug Induced Liver Injury | 2400.0 | 6.50 | 20k_uniprot
P40429 | RPL13A | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
Q96A25 | TMEM106A | Weight Loss | 2400.0 | 6.00 | 20k_uniprot
Q05586 | GRIN1 | Prenatal Exposure Delayed Effects | 1800.0 | 6.50 | 20k_uniprot
P20366 | TAC1 | Necrosis | 1800.0 | 6.00 | 20k_uniprot
P29475 | NOS1 | Weight Loss | 1800.0 | 6.00 | 20k_uniprot
P35754 | GLRX | Chemical and Drug Induced Liver Injury | 1800.0 | 6.00 | 20k_uniprot
P17655 | CAPN2 | Chemical and Drug Induced Liver Injury | 1800.0 | 6.00 | 20k_uniprot
O60894 | RAMP1 | Weight Loss | 1800.0 | 6.50 | 20k_uniprot
P25786 | PSMA1 | Chemical and Drug Induced Liver Injury | 1800.0 | 5.50 | 20k_uniprot
P28074 | PSMB5 | Chemical and Drug Induced Liver Injury | 1800.0 | 5.50 | 20k_uniprot
P40306 | PSMB10 | Weight Loss | 1800.0 | 5.50 | 20k_uniprot
P07384 | CAPN1 | Necrosis | 1800.0 | 6.00 | 20k_uniprot
P23634 | ATP2B4 | Weight Loss | 1800.0 | 7.50 | 20k_uniprot
P28065 | PSMB9 | Weight Loss | 1800.0 | 5.50 | 20k_uniprot
P28070 | PSMB4 | Weight Loss | 1800.0 | 5.50 | 20k_uniprot
P37088 | SCNN1A | Chemical and Drug Induced Liver Injury | 1800.0 | 8.00 | 20k_uniprot
P20618 | PSMB1 | Weight Loss | 1800.0 | 5.50 | 20k_uniprot
Q96PU5 | NEDD4L | Prenatal Exposure Delayed Effects | 1800.0 | 6.00 | 20k_uniprot
Q8NER1 | TRPV1 | Necrosis | 1800.0 | 6.50 | 20k_uniprot
Q9HBY8 | SGK2 | Chemical and Drug Induced Liver Injury | 1800.0 | 6.80 | 20k_uniprot
P28066 | PSMA5 | Necrosis | 1800.0 | 5.50 | 20k_uniprot
P26045 | PTPN3 | Weight Loss | 1800.0 | 6.50 | 20k_uniprot
P25787 | PSMA2 | Chemical and Drug Induced Liver Injury | 1800.0 | 5.50 | 20k_uniprot
Q15700 | DLG2 | Prenatal Exposure Delayed Effects | 1800.0 | 8.00 | 20k_uniprot
P25789 | PSMA4 | Chemical and Drug Induced Liver Injury | 1800.0 | 5.50 | 20k_uniprot
Q99436 | PSMB7 | Chemical and Drug Induced Liver Injury | 1800.0 | 5.50 | 20k_uniprot
P49721 | PSMB2 | Weight Loss | 1800.0 | 5.50 | 20k_uniprot
P25788 | PSMA3 | Weight Loss | 1800.0 | 5.50 | 20k_uniprot
Q9H1D0 | TRPV6 | Prenatal Exposure Delayed Effects | 1800.0 | 6.50 | 20k_uniprot
O75078 | ADAM11 | Weight Loss | 1800.0 | 6.00 | 20k_uniprot
Q96DB9 | FXYD5 | Weight Loss | 1800.0 | 6.00 | 20k_uniprot
P20810 | CAST | Weight Loss | 1800.0 | 6.00 | 20k_uniprot
Q7Z449 | CYP2U1 | Weight Loss | 1800.0 | 6.00 | 20k_uniprot
P80108 | GPLD1 | Chemical and Drug Induced Liver Injury | 1800.0 | 6.00 | 20k_uniprot
Q9Y5S1 | TRPV2 | Weight Loss | 1800.0 | 6.50 | 20k_uniprot
Q12955 | ANK3 | Weight Loss | 1800.0 | 6.00 | 20k_uniprot
P04632 | CAPNS1 | Chemical and Drug Induced Liver Injury | 1800.0 | 5.50 | 20k_uniprot
Q6P9H4 | CNKSR3 | Weight Loss | 1800.0 | 6.80 | 20k_uniprot
P60900 | PSMA6 | Chemical and Drug Induced Liver Injury | 1800.0 | 5.50 | 20k_uniprot
O15484 | CAPN5 | Weight Loss | 1800.0 | 6.00 | 20k_uniprot
Q8NEY1 | NAV1 | Weight Loss | 1800.0 | 6.00 | 20k_uniprot
Q16651 | PRSS8 | Hepatomegaly | 1800.0 | 5.50 | 20k_uniprot
Q9Y6Q1 | CAPN6 | Weight Loss | 1800.0 | 5.50 | 20k_uniprot
Q14244 | MAP7 | Weight Loss | 1800.0 | 6.00 | 20k_uniprot
O00168 | FXYD1 | Weight Loss | 1800.0 | 6.00 | 20k_uniprot
Q9NY72 | SCN3B | Prenatal Exposure Delayed Effects | 1800.0 | 8.00 | 20k_uniprot
P61328 | FGF12 | Weight Loss | 1800.0 | 6.00 | 20k_uniprot
Q5T686 | AVPI1 | Prenatal Exposure Delayed Effects | 1800.0 | 6.00 | 20k_uniprot
P35498 | SCN1A | Prenatal Exposure Delayed Effects | 1800.0 | 8.00 | 20k_uniprot
Q8IWT1 | SCN4B | Weight Loss | 1800.0 | 8.00 | 20k_uniprot
P55064 | AQP5 | Weight Loss | 1800.0 | 6.00 | 20k_uniprot
Q96BR1 | SGK3 | Weight Loss | 1800.0 | 6.80 | 20k_uniprot
P13051 | UNG | Chemical and Drug Induced Liver Injury | 600.0 | 6.00 | 20k_uniprot
Q86VB7 | CD163 | Weight Loss | 600.0 | 6.50 | 20k_uniprot
O00408 | PDE2A | Weight Loss | 600.0 | 6.00 | 20k_uniprot
P41208 | CETN2 | Weight Loss | 600.0 | 6.00 | 20k_uniprot
Q58EX2 | SDK2 | Weight Loss | 600.0 | 6.00 | 20k_uniprot
P51160 | PDE6C | Weight Loss | 600.0 | 6.00 | 20k_uniprot
P16333 | NCK1 | Weight Loss | 600.0 | 6.00 | 20k_uniprot
Q96IK1 | BOD1 | Prenatal Exposure Delayed Effects | 600.0 | 6.00 | 20k_uniprot
O76001 | OR2J3 | Birth Weight | 600.0 | 6.50 | 20k_uniprot
A6NFK2 | GRXCR2 | Prenatal Exposure Delayed Effects | 600.0 | 6.00 | 20k_uniprot
Q8IYS8 | BOD1L2 | Histiocytosis | 600.0 | 6.00 | 20k_uniprot
A0A2R8Y7D0 | TINCR | Chemical and Drug Induced Liver Injury | 7500.0 | 6.00 | 20k_uniprot
A0JLT2 | MED19 | Prenatal Exposure Delayed Effects | 7500.0 | 7.00 | 20k_uniprot
A1A5B4 | ANO9 | Inflammation | 7500.0 | 6.00 | 20k_uniprot
A2A288 | ZC3H12D | Weight Loss | 7500.0 | 6.00 | 20k_uniprot
A2A2Y4 | FRMD3 | Weight Loss | 7500.0 | 6.00 | 20k_uniprot
A2RRP1 | NBAS | Weight Loss | 7500.0 | 6.00 | 20k_uniprot
A6NDV4 | TMEM8B | Weight Loss | 7500.0 | 6.00 | 20k_uniprot
A6NFQ2 | TCAF2 | Weight Loss | 7500.0 | 8.00 | 20k_uniprot
A6NIX2 | WTIP | Weight Loss | 7500.0 | 6.00 | 20k_uniprot
A6NKB5 | PCNX2 | Weight Loss | 7500.0 | 6.00 | 20k_uniprot
A7MD48 | SRRM4 | Prenatal Exposure Delayed Effects | 7500.0 | 6.00 | 20k_uniprot
A8K7I4 | CLCA1 | Weight Loss | 7500.0 | 8.00 | 20k_uniprot
A8K830 | POU2AF3 | Prenatal Exposure Delayed Effects | 7500.0 | 6.00 | 20k_uniprot
A8MZ59 | LEUTX | Carcinoma, Ovarian Epithelial | 7500.0 | 6.00 | 20k_uniprot
G2XKQ0 | SUMO1P1 | ST Elevation Myocardial Infarction | 7500.0 | 6.00 | 20k_uniprot
K7EJ46 | SMIM22 | Weight Loss | 7500.0 | 6.00 | 20k_uniprot
O00182 | LGALS9 | Weight Loss | 7500.0 | 6.00 | 20k_uniprot
O00206 | TLR4 | Chemical and Drug Induced Liver Injury | 7500.0 | 6.50 | 20k_uniprot
O00214 | LGALS8 | Chemical and Drug Induced Liver Injury | 7500.0 | 6.00 | 20k_uniprot
O00220 | TNFRSF10A | Weight Loss | 7500.0 | 6.50 | 20k_uniprot
O00270 | GPR31 | Hyperplasia | 7500.0 | 6.50 | 20k_uniprot
O00300 | TNFRSF11B | Weight Loss | 7500.0 | 6.50 | 20k_uniprot
O00425 | IGF2BP3 | Weight Loss | 7500.0 | 6.00 | 20k_uniprot
O00444 | PLK4 | Weight Loss | 7500.0 | 6.80 | 20k_uniprot
O00463 | TRAF5 | Weight Loss | 7500.0 | 6.50 | 20k_uniprot
O00470 | MEIS1 | Weight Loss | 7500.0 | 6.00 | 20k_uniprot
O00512 | BCL9 | Weight Loss | 7500.0 | 6.00 | 20k_uniprot
O00559 | EBAG9 | Weight Loss | 7500.0 | 6.50 | 20k_uniprot
O00560 | SDCBP | Chemical and Drug Induced Liver Injury | 7500.0 | 6.00 | 20k_uniprot
O00592 | PODXL | Weight Loss | 7500.0 | 6.00 | 20k_uniprot
O00743 | PPP6C | Weight Loss | 7500.0 | 6.20 | 20k_uniprot
O14519 | CDK2AP1 | Weight Loss | 7500.0 | 6.80 | 20k_uniprot
O14569 | CYB561D2 | Weight Loss | 7500.0 | 6.00 | 20k_uniprot
O14595 | CTDSP2 | Weight Loss | 7500.0 | 6.20 | 20k_uniprot
O14686 | KMT2D | Prenatal Exposure Delayed Effects | 7500.0 | 6.00 | 20k_uniprot
O14744 | PRMT5 | Chemical and Drug Induced Liver Injury | 7500.0 | 6.80 | 20k_uniprot
O14763 | TNFRSF10B | Necrosis | 7500.0 | 6.50 | 20k_uniprot
O14777 | NDC80 | Chemical and Drug Induced Liver Injury | 7500.0 | 6.00 | 20k_uniprot
O14788 | TNFSF11 | Chemical and Drug Induced Liver Injury | 7500.0 | 6.50 | 20k_uniprot
P48506 | GCLC | Chemical and Drug Induced Liver Injury | 2100.0 | 6.10 | 20k_uniprot
P48507 | GCLM | Chemical and Drug Induced Liver Injury | 2100.0 | 6.10 | 20k_uniprot
P23560 | BDNF | Weight Loss | 2100.0 | 6.00 | 20k_uniprot
P53539 | FOSB | Necrosis | 2100.0 | 6.00 | 20k_uniprot
Q9Y617 | PSAT1 | Chemical and Drug Induced Liver Injury | 2100.0 | 6.00 | 20k_uniprot
P04181 | OAT | Chemical and Drug Induced Liver Injury | 2100.0 | 6.00 | 20k_uniprot
Q13224 | GRIN2B | Prenatal Exposure Delayed Effects | 2100.0 | 6.50 | 20k_uniprot
P43007 | SLC1A4 | Chemical and Drug Induced Liver Injury | 2100.0 | 7.50 | 20k_uniprot
Q99259 | GAD1 | Weight Loss | 2100.0 | 6.00 | 20k_uniprot
O94925 | GLS | Weight Loss | 2100.0 | 6.00 | 20k_uniprot
P52732 | KIF11 | Chemical and Drug Induced Liver Injury | 2100.0 | 6.50 | 20k_uniprot
Q12879 | GRIN2A | Prenatal Exposure Delayed Effects | 2100.0 | 6.50 | 20k_uniprot
P78352 | DLG4 | Prenatal Exposure Delayed Effects | 2100.0 | 6.00 | 20k_uniprot
Q7Z3E1 | TIPARP | Chemical and Drug Induced Liver Injury | 2100.0 | 6.00 | 20k_uniprot
Q8TD30 | GPT2 | Chemical and Drug Induced Liver Injury | 2100.0 | 6.00 | 20k_uniprot
P51955 | NEK2 | Necrosis | 2100.0 | 6.80 | 20k_uniprot
Q9BW19 | KIFC1 | Necrosis | 2100.0 | 6.00 | 20k_uniprot
P00505 | GOT2 | Chemical and Drug Induced Liver Injury | 2100.0 | 6.00 | 20k_uniprot
P16083 | NQO2 | Chemical and Drug Induced Liver Injury | 2100.0 | 6.40 | 20k_uniprot
Q9UPX8 | SHANK2 | Prenatal Exposure Delayed Effects | 2100.0 | 6.00 | 20k_uniprot
Q99624 | SLC38A3 | Chemical and Drug Induced Liver Injury | 2100.0 | 7.50 | 20k_uniprot
P42262 | GRIA2 | Prenatal Exposure Delayed Effects | 2100.0 | 6.50 | 20k_uniprot
P01210 | PENK | Memory Disorders | 2100.0 | 6.00 | 20k_uniprot
Q12959 | DLG1 | Weight Loss | 2100.0 | 6.00 | 20k_uniprot
P30038 | ALDH4A1 | Weight Loss | 2100.0 | 6.00 | 20k_uniprot
O75955 | FLOT1 | Chemical and Drug Induced Liver Injury | 2100.0 | 6.00 | 20k_uniprot
P78563 | ADARB1 | Weight Loss | 2100.0 | 6.00 | 20k_uniprot
P54886 | ALDH18A1 | Weight Loss | 2100.0 | 6.80 | 20k_uniprot
P42263 | GRIA3 | Prenatal Exposure Delayed Effects | 2100.0 | 6.50 | 20k_uniprot
O95954 | FTCD | Chemical and Drug Induced Liver Injury | 2100.0 | 6.00 | 20k_uniprot
Q9UJS0 | SLC25A13 | Chemical and Drug Induced Liver Injury | 2100.0 | 6.00 | 20k_uniprot
Q92820 | GGH | Prenatal Exposure Delayed Effects | 2100.0 | 5.50 | 20k_uniprot
Q8WXX7 | AUTS2 | Weight Loss | 2100.0 | 6.00 | 20k_uniprot
P43681 | CHRNA4 | Weight Loss | 2100.0 | 6.50 | 20k_uniprot
O14745 | NHERF1 | Chemical and Drug Induced Liver Injury | 2100.0 | 6.00 | 20k_uniprot
Q7Z429 | GRINA | Chemical and Drug Induced Liver Injury | 2100.0 | 6.50 | 20k_uniprot
Q07837 | SLC3A1 | Chemical and Drug Induced Liver Injury | 2100.0 | 7.50 | 20k_uniprot
P24588 | AKAP5 | Weight Loss | 2100.0 | 6.80 | 20k_uniprot
O15240 | VGF | Chemical and Drug Induced Liver Injury | 2100.0 | 6.00 | 20k_uniprot
P51790 | CLCN3 | Chemical and Drug Induced Liver Injury | 2100.0 | 7.50 | 20k_uniprot
Q9ULB1 | NRXN1 | Prenatal Exposure Delayed Effects | 2100.0 | 6.00 | 20k_uniprot
Q9C0H2 | TTYH3 | Weight Loss | 2100.0 | 8.00 | 20k_uniprot
Q96PQ0 | SORCS2 | Weight Loss | 2100.0 | 6.50 | 20k_uniprot
Q13255 | GRM1 | Prenatal Exposure Delayed Effects | 2100.0 | 6.50 | 20k_uniprot
Q14957 | GRIN2C | Prenatal Exposure Delayed Effects | 2100.0 | 6.50 | 20k_uniprot
O15067 | PFAS | Weight Loss | 2100.0 | 6.00 | 20k_uniprot
Q96CX2 | KCTD12 | Weight Loss | 2100.0 | 6.00 | 20k_uniprot
O14841 | OPLAH | Weight Loss | 2100.0 | 6.00 | 20k_uniprot
Q01814 | ATP2B2 | Weight Loss | 2100.0 | 7.50 | 20k_uniprot
P0DP25 | CALM3 | Prenatal Exposure Delayed Effects | 2100.0 | 6.00 | 20k_uniprot
P42574 | CASP3 | Chemical and Drug Induced Liver Injury | 1200.0 | 5.50 | 20k_uniprot
Q16236 | NFE2L2 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
P49327 | FASN | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
P05362 | ICAM1 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.50 | 20k_uniprot
P29466 | CASP1 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
Q14457 | BECN1 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
P55210 | CASP7 | Chemical and Drug Induced Liver Injury | 1200.0 | 5.50 | 20k_uniprot
Q16625 | OCLN | Weight Loss | 1200.0 | 6.00 | 20k_uniprot
Q14973 | SLC10A1 | Chemical and Drug Induced Liver Injury | 1200.0 | 7.50 | 20k_uniprot
P06493 | CDK1 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.80 | 20k_uniprot
P18847 | ATF3 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
O15392 | BIRC5 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
P02786 | TFRC | Chemical and Drug Induced Liver Injury | 1200.0 | 6.50 | 20k_uniprot
P01130 | LDLR | Chemical and Drug Induced Liver Injury | 1200.0 | 6.50 | 20k_uniprot
Q8WTV0 | SCARB1 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.50 | 20k_uniprot
Q9NX09 | DDIT4 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
P09429 | HMGB1 | Weight Loss | 1200.0 | 6.00 | 20k_uniprot
P06400 | RB1 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
O95832 | CLDN1 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
P08195 | SLC3A2 | Chemical and Drug Induced Liver Injury | 1200.0 | 7.50 | 20k_uniprot
Q9H1Y0 | ATG5 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
Q16552 | IL17A | Weight Loss | 1200.0 | 6.00 | 20k_uniprot
O75807 | PPP1R15A | Necrosis | 1200.0 | 6.20 | 20k_uniprot
P04233 | CD74 | Weight Loss | 1200.0 | 6.00 | 20k_uniprot
O15393 | TMPRSS2 | Chemical and Drug Induced Liver Injury | 1200.0 | 5.50 | 20k_uniprot
P08254 | MMP3 | Weight Loss | 1200.0 | 6.00 | 20k_uniprot
Q03060 | CREM | Weight Loss | 1200.0 | 6.00 | 20k_uniprot
P05161 | ISG15 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
